trade_id,timestamp,hour,factory_id,city,energy_purchased_MW,tokens_burned,exergy_dissipated_MJ
TRD-00740,2026-04-19T19:00:00+08:00,19,FAC-SH-01,Shanghai,0.000322,0.2995,0.0429
TRD-00741,2026-04-19T19:00:00+08:00,19,FAC-CD-01,Chengdu,0.000521,0.5491,0.0646
TRD-00742,2026-04-20T07:00:00+08:00,7,FAC-SH-01,Shanghai,0.001751,1.6934,0.1555
TRD-00743,2026-04-20T07:00:00+08:00,7,FAC-CD-01,Chengdu,0.002919,2.7845,0.1688
TRD-00744,2026-04-20T07:00:00+08:00,7,FAC-SZ-01,Shenzhen,0.003191,3.1046,0.1753
TRD-00745,2026-04-20T08:00:00+08:00,8,FAC-CD-01,Chengdu,0.008127,8.4187,0.9894
TRD-00746,2026-04-20T08:00:00+08:00,8,FAC-SZ-01,Shenzhen,0.010647,10.8527,1.169
TRD-00747,2026-04-20T08:00:00+08:00,8,FAC-HZ-01,Hangzhou,0.008528,9.1697,0.67
TRD-00748,2026-04-20T09:00:00+08:00,9,FAC-SZ-01,Shenzhen,0.013524,13.5525,1.4487
TRD-00749,2026-04-20T09:00:00+08:00,9,FAC-HZ-01,Hangzhou,0.015152,15.6287,1.9797
TRD-00750,2026-04-20T09:00:00+08:00,9,FAC-SH-02,Shanghai,0.007972,7.7807,0.5111
TRD-00751,2026-04-20T10:00:00+08:00,10,FAC-HZ-01,Hangzhou,0.018764,18.3068,1.4407
TRD-00752,2026-04-20T10:00:00+08:00,10,FAC-SH-02,Shanghai,0.019292,19.3567,2.5837
TRD-00753,2026-04-20T10:00:00+08:00,10,FAC-BJ-01,Beijing,0.01852,17.4742,1.5676
TRD-00754,2026-04-20T11:00:00+08:00,11,FAC-SH-02,Shanghai,0.020269,19.7084,2.2506
TRD-00755,2026-04-20T11:00:00+08:00,11,FAC-BJ-01,Beijing,0.029153,28.6161,3.245
TRD-00756,2026-04-20T11:00:00+08:00,11,FAC-SH-01,Shanghai,0.017259,17.7828,2.3153
TRD-00757,2026-04-20T12:00:00+08:00,12,FAC-BJ-01,Beijing,0.029121,31.3287,1.6863
TRD-00758,2026-04-20T12:00:00+08:00,12,FAC-SH-01,Shanghai,0.023031,24.2878,1.493
TRD-00759,2026-04-20T12:00:00+08:00,12,FAC-CD-01,Chengdu,0.015613,15.2996,1.4777
TRD-00760,2026-04-20T13:00:00+08:00,13,FAC-SH-01,Shanghai,0.021083,19.8399,2.6286
TRD-00761,2026-04-20T13:00:00+08:00,13,FAC-CD-01,Chengdu,0.021147,19.7541,2.0427
TRD-00762,2026-04-20T13:00:00+08:00,13,FAC-SZ-01,Shenzhen,0.0221,23.2837,2.9152
TRD-00763,2026-04-20T14:00:00+08:00,14,FAC-CD-01,Chengdu,0.01314,12.7088,0.7835
TRD-00764,2026-04-20T14:00:00+08:00,14,FAC-SZ-01,Shenzhen,0.014179,14.1833,0.8567
TRD-00765,2026-04-20T14:00:00+08:00,14,FAC-HZ-01,Hangzhou,0.025922,24.8356,3.4579
TRD-00766,2026-04-20T15:00:00+08:00,15,FAC-SZ-01,Shenzhen,0.009788,10.2215,0.7147
TRD-00767,2026-04-20T15:00:00+08:00,15,FAC-HZ-01,Hangzhou,0.023359,22.1525,2.5759
TRD-00768,2026-04-20T15:00:00+08:00,15,FAC-SH-02,Shanghai,0.010084,9.8441,1.2367
TRD-00769,2026-04-20T16:00:00+08:00,16,FAC-HZ-01,Hangzhou,0.01279,12.1161,0.8272
TRD-00770,2026-04-20T16:00:00+08:00,16,FAC-SH-02,Shanghai,0.009546,9.7194,0.5376
TRD-00771,2026-04-20T16:00:00+08:00,16,FAC-BJ-01,Beijing,0.022162,22.2299,1.229
TRD-00772,2026-04-20T17:00:00+08:00,17,FAC-SH-02,Shanghai,0.009649,9.1635,0.5685
TRD-00773,2026-04-20T17:00:00+08:00,17,FAC-BJ-01,Beijing,0.014508,13.5794,1.6994
TRD-00774,2026-04-20T17:00:00+08:00,17,FAC-SH-01,Shanghai,0.007508,7.7806,0.7022
TRD-00775,2026-04-20T18:00:00+08:00,18,FAC-BJ-01,Beijing,0.006338,6.0135,0.7087
TRD-00776,2026-04-20T18:00:00+08:00,18,FAC-SH-01,Shanghai,0.003331,3.3368,0.3497
TRD-00777,2026-04-20T18:00:00+08:00,18,FAC-CD-01,Chengdu,0.006374,6.3459,0.7727
TRD-00778,2026-04-20T19:00:00+08:00,19,FAC-SH-01,Shanghai,0.001005,0.9513,0.0746
TRD-00779,2026-04-20T19:00:00+08:00,19,FAC-CD-01,Chengdu,0.000545,0.5254,0.0497
TRD-00780,2026-04-20T19:00:00+08:00,19,FAC-SZ-01,Shenzhen,0.000819,0.8151,0.0932
TRD-00781,2026-04-21T07:00:00+08:00,7,FAC-CD-01,Chengdu,0.002106,2.1825,0.1219
TRD-00782,2026-04-21T07:00:00+08:00,7,FAC-SZ-01,Shenzhen,0.001942,1.953,0.1564
TRD-00783,2026-04-21T07:00:00+08:00,7,FAC-HZ-01,Hangzhou,0.002794,2.7873,0.268
TRD-00784,2026-04-21T08:00:00+08:00,8,FAC-SZ-01,Shenzhen,0.005726,5.3857,0.4022
TRD-00785,2026-04-21T08:00:00+08:00,8,FAC-HZ-01,Hangzhou,0.004551,4.2366,0.2832
TRD-00786,2026-04-21T08:00:00+08:00,8,FAC-SH-02,Shanghai,0.005928,5.699,0.6094
TRD-00787,2026-04-21T09:00:00+08:00,9,FAC-HZ-01,Hangzhou,0.007274,7.6384,0.829
TRD-00788,2026-04-21T09:00:00+08:00,9,FAC-SH-02,Shanghai,0.012373,12.1347,0.7056
TRD-00789,2026-04-21T09:00:00+08:00,9,FAC-BJ-01,Beijing,0.009132,8.8547,0.8236
TRD-00790,2026-04-21T10:00:00+08:00,10,FAC-SH-02,Shanghai,0.015655,16.3356,0.9746
TRD-00791,2026-04-21T10:00:00+08:00,10,FAC-BJ-01,Beijing,0.016061,15.0847,1.4046
TRD-00792,2026-04-21T10:00:00+08:00,10,FAC-SH-01,Shanghai,0.012169,12.0788,0.7731
TRD-00793,2026-04-21T11:00:00+08:00,11,FAC-BJ-01,Beijing,0.021356,21.9212,1.354
TRD-00794,2026-04-21T11:00:00+08:00,11,FAC-SH-01,Shanghai,0.015843,16.6053,1.5907
TRD-00795,2026-04-21T11:00:00+08:00,11,FAC-CD-01,Chengdu,0.020397,21.1138,1.3902
TRD-00796,2026-04-21T12:00:00+08:00,12,FAC-SH-01,Shanghai,0.017447,17.37,1.5659
TRD-00797,2026-04-21T12:00:00+08:00,12,FAC-CD-01,Chengdu,0.01316,12.4415,0.8802
TRD-00798,2026-04-21T12:00:00+08:00,12,FAC-SZ-01,Shenzhen,0.026761,27.6996,3.4478
TRD-00799,2026-04-21T13:00:00+08:00,13,FAC-CD-01,Chengdu,0.014159,14.5597,1.8338
TRD-00800,2026-04-21T13:00:00+08:00,13,FAC-SZ-01,Shenzhen,0.020864,21.7075,2.4511
TRD-00801,2026-04-21T13:00:00+08:00,13,FAC-HZ-01,Hangzhou,0.010494,11.0573,1.3729
TRD-00802,2026-04-21T14:00:00+08:00,14,FAC-SZ-01,Shenzhen,0.018382,17.6709,2.1242
TRD-00803,2026-04-21T14:00:00+08:00,14,FAC-HZ-01,Hangzhou,0.01399,13.5711,1.3006
TRD-00804,2026-04-21T14:00:00+08:00,14,FAC-SH-02,Shanghai,0.014148,15.2693,1.9213
TRD-00805,2026-04-21T15:00:00+08:00,15,FAC-HZ-01,Hangzhou,0.014856,15.0487,1.2224
TRD-00806,2026-04-21T15:00:00+08:00,15,FAC-SH-02,Shanghai,0.016625,17.328,1.8158
TRD-00807,2026-04-21T15:00:00+08:00,15,FAC-BJ-01,Beijing,0.010706,10.8044,0.9279
TRD-00808,2026-04-21T16:00:00+08:00,16,FAC-SH-02,Shanghai,0.009314,10.0568,0.7687
TRD-00809,2026-04-21T16:00:00+08:00,16,FAC-BJ-01,Beijing,0.009509,9.0679,0.5426
TRD-00810,2026-04-21T16:00:00+08:00,16,FAC-SH-01,Shanghai,0.00919,9.4615,1.143
TRD-00811,2026-04-21T17:00:00+08:00,17,FAC-BJ-01,Beijing,0.009389,9.848,1.0369
TRD-00812,2026-04-21T17:00:00+08:00,17,FAC-SH-01,Shanghai,0.005444,5.4575,0.6309
TRD-00813,2026-04-21T17:00:00+08:00,17,FAC-CD-01,Chengdu,0.004986,5.3842,0.2987
TRD-00814,2026-04-21T18:00:00+08:00,18,FAC-SH-01,Shanghai,0.003946,3.9638,0.3316
TRD-00815,2026-04-21T18:00:00+08:00,18,FAC-CD-01,Chengdu,0.003095,3.3191,0.2568
TRD-00816,2026-04-21T18:00:00+08:00,18,FAC-SZ-01,Shenzhen,0.004966,5.1562,0.4229
TRD-00817,2026-04-21T19:00:00+08:00,19,FAC-CD-01,Chengdu,0.000811,0.8548,0.1109
TRD-00818,2026-04-21T19:00:00+08:00,19,FAC-SZ-01,Shenzhen,0.001058,1.1191,0.0577
TRD-00819,2026-04-21T19:00:00+08:00,19,FAC-HZ-01,Hangzhou,0.0004,0.4263,0.047
TRD-00820,2026-04-22T07:00:00+08:00,7,FAC-SZ-01,Shenzhen,0.001656,1.6269,0.1744
TRD-00821,2026-04-22T07:00:00+08:00,7,FAC-HZ-01,Hangzhou,0.001743,1.7763,0.1288
TRD-00822,2026-04-22T07:00:00+08:00,7,FAC-SH-02,Shanghai,0.002299,2.3542,0.1651
TRD-00823,2026-04-22T08:00:00+08:00,8,FAC-HZ-01,Hangzhou,0.00586,5.9935,0.7492
TRD-00824,2026-04-22T08:00:00+08:00,8,FAC-SH-02,Shanghai,0.00644,6.9498,0.5327
TRD-00825,2026-04-22T08:00:00+08:00,8,FAC-BJ-01,Beijing,0.004574,4.7378,0.3459
TRD-00826,2026-04-22T09:00:00+08:00,9,FAC-SH-02,Shanghai,0.005131,5.3884,0.3303
TRD-00827,2026-04-22T09:00:00+08:00,9,FAC-BJ-01,Beijing,0.009578,10.1601,1.0483
TRD-00828,2026-04-22T09:00:00+08:00,9,FAC-SH-01,Shanghai,0.005761,5.6934,0.3655
TRD-00829,2026-04-22T10:00:00+08:00,10,FAC-BJ-01,Beijing,0.013717,13.16,1.3028
TRD-00830,2026-04-22T10:00:00+08:00,10,FAC-SH-01,Shanghai,0.00699,6.8228,0.4602
TRD-00831,2026-04-22T10:00:00+08:00,10,FAC-CD-01,Chengdu,0.010668,10.8442,1.2963
TRD-00832,2026-04-22T11:00:00+08:00,11,FAC-SH-01,Shanghai,0.012314,13.1282,1.222
TRD-00833,2026-04-22T11:00:00+08:00,11,FAC-CD-01,Chengdu,0.012243,12.0644,1.5497
TRD-00834,2026-04-22T11:00:00+08:00,11,FAC-SZ-01,Shenzhen,0.01176,11.7022,0.7924
TRD-00835,2026-04-22T12:00:00+08:00,12,FAC-CD-01,Chengdu,0.015644,16.7943,1.1538
TRD-00836,2026-04-22T12:00:00+08:00,12,FAC-SZ-01,Shenzhen,0.01389,13.0204,0.8328
TRD-00837,2026-04-22T12:00:00+08:00,12,FAC-HZ-01,Hangzhou,0.015308,15.4326,2.0119
TRD-00838,2026-04-22T13:00:00+08:00,13,FAC-SZ-01,Shenzhen,0.008973,9.1653,0.9473
TRD-00839,2026-04-22T13:00:00+08:00,13,FAC-HZ-01,Hangzhou,0.019949,19.1515,2.3036
TRD-00840,2026-04-22T13:00:00+08:00,13,FAC-SH-02,Shanghai,0.014944,15.707,1.3066
TRD-00841,2026-04-22T14:00:00+08:00,14,FAC-HZ-01,Hangzhou,0.010049,10.3829,1.1542
TRD-00842,2026-04-22T14:00:00+08:00,14,FAC-SH-02,Shanghai,0.014556,15.5056,0.9313
TRD-00843,2026-04-22T14:00:00+08:00,14,FAC-BJ-01,Beijing,0.012369,12.4506,1.3686
TRD-00844,2026-04-22T15:00:00+08:00,15,FAC-SH-02,Shanghai,0.009726,9.5867,0.7704
TRD-00845,2026-04-22T15:00:00+08:00,15,FAC-BJ-01,Beijing,0.015292,14.3856,1.3493
TRD-00846,2026-04-22T15:00:00+08:00,15,FAC-SH-01,Shanghai,0.009127,9.8075,0.6904
TRD-00847,2026-04-22T16:00:00+08:00,16,FAC-BJ-01,Beijing,0.014323,13.5801,1.1295
TRD-00848,2026-04-22T16:00:00+08:00,16,FAC-SH-01,Shanghai,0.011644,11.5209,0.6849
TRD-00849,2026-04-22T16:00:00+08:00,16,FAC-CD-01,Chengdu,0.011942,11.7786,1.3384
TRD-00850,2026-04-22T17:00:00+08:00,17,FAC-SH-01,Shanghai,0.011052,11.3903,0.8095
TRD-00851,2026-04-22T17:00:00+08:00,17,FAC-CD-01,Chengdu,0.008181,8.2919,0.6936
TRD-00852,2026-04-22T17:00:00+08:00,17,FAC-SZ-01,Shenzhen,0.005118,4.8117,0.4733
TRD-00853,2026-04-22T18:00:00+08:00,18,FAC-CD-01,Chengdu,0.003269,3.2291,0.33
TRD-00854,2026-04-22T18:00:00+08:00,18,FAC-SZ-01,Shenzhen,0.002599,2.4696,0.2424
TRD-00855,2026-04-22T18:00:00+08:00,18,FAC-HZ-01,Hangzhou,0.002156,2.3092,0.1611
TRD-00856,2026-04-22T19:00:00+08:00,19,FAC-SZ-01,Shenzhen,0.000248,0.26,0.0152
TRD-00857,2026-04-22T19:00:00+08:00,19,FAC-HZ-01,Hangzhou,0.000456,0.4774,0.0427
TRD-00858,2026-04-22T19:00:00+08:00,19,FAC-SH-02,Shanghai,0.000608,0.6123,0.053
TRD-00859,2026-04-23T07:00:00+08:00,7,FAC-HZ-01,Hangzhou,0.001723,1.7664,0.2078
TRD-00860,2026-04-23T07:00:00+08:00,7,FAC-SH-02,Shanghai,0.001822,1.8566,0.2439
TRD-00861,2026-04-23T07:00:00+08:00,7,FAC-BJ-01,Beijing,0.002987,3.1237,0.3772
TRD-00862,2026-04-23T08:00:00+08:00,8,FAC-SH-02,Shanghai,0.008389,8.8107,0.9221
TRD-00863,2026-04-23T08:00:00+08:00,8,FAC-BJ-01,Beijing,0.006129,5.9486,0.5838
TRD-00864,2026-04-23T08:00:00+08:00,8,FAC-SH-01,Shanghai,0.003827,4.0106,0.2693
TRD-00865,2026-04-23T09:00:00+08:00,9,FAC-BJ-01,Beijing,0.013739,14.7308,1.8795
TRD-00866,2026-04-23T09:00:00+08:00,9,FAC-SH-01,Shanghai,0.009865,9.8802,0.5366
TRD-00867,2026-04-23T09:00:00+08:00,9,FAC-CD-01,Chengdu,0.009204,9.3155,0.8955
TRD-00868,2026-04-23T10:00:00+08:00,10,FAC-SH-01,Shanghai,0.00799,8.5234,0.4702
TRD-00869,2026-04-23T10:00:00+08:00,10,FAC-CD-01,Chengdu,0.014856,15.091,1.3276
TRD-00870,2026-04-23T10:00:00+08:00,10,FAC-SZ-01,Shenzhen,0.008303,8.6212,0.7938
TRD-00871,2026-04-23T11:00:00+08:00,11,FAC-CD-01,Chengdu,0.008559,8.5979,0.8436
TRD-00872,2026-04-23T11:00:00+08:00,11,FAC-SZ-01,Shenzhen,0.024059,22.957,3.2612
TRD-00873,2026-04-23T11:00:00+08:00,11,FAC-HZ-01,Hangzhou,0.017683,17.9206,1.9778
TRD-00874,2026-04-23T12:00:00+08:00,12,FAC-SZ-01,Shenzhen,0.019448,18.2735,2.2449
TRD-00875,2026-04-23T12:00:00+08:00,12,FAC-HZ-01,Hangzhou,0.015247,16.0936,1.7844
TRD-00876,2026-04-23T12:00:00+08:00,12,FAC-SH-02,Shanghai,0.012521,11.8227,1.5138
TRD-00877,2026-04-23T13:00:00+08:00,13,FAC-HZ-01,Hangzhou,0.025148,24.5326,1.8778
TRD-00878,2026-04-23T13:00:00+08:00,13,FAC-SH-02,Shanghai,0.015788,14.8167,1.843
TRD-00879,2026-04-23T13:00:00+08:00,13,FAC-BJ-01,Beijing,0.020072,20.1476,1.6887
TRD-00880,2026-04-23T14:00:00+08:00,14,FAC-SH-02,Shanghai,0.00983,10.2273,1.2954
TRD-00881,2026-04-23T14:00:00+08:00,14,FAC-BJ-01,Beijing,0.023184,23.5094,1.6126
TRD-00882,2026-04-23T14:00:00+08:00,14,FAC-SH-01,Shanghai,0.01371,13.5288,0.908
TRD-00883,2026-04-23T15:00:00+08:00,15,FAC-BJ-01,Beijing,0.01852,17.3029,1.361
TRD-00884,2026-04-23T15:00:00+08:00,15,FAC-SH-01,Shanghai,0.017217,16.4976,1.5587
TRD-00885,2026-04-23T15:00:00+08:00,15,FAC-CD-01,Chengdu,0.012938,13.4772,1.2521
TRD-00886,2026-04-23T16:00:00+08:00,16,FAC-SH-01,Shanghai,0.010831,11.0347,0.6739
TRD-00887,2026-04-23T16:00:00+08:00,16,FAC-CD-01,Chengdu,0.007306,7.0033,0.8108
TRD-00888,2026-04-23T16:00:00+08:00,16,FAC-SZ-01,Shenzhen,0.008511,8.8951,0.5051
TRD-00889,2026-04-23T17:00:00+08:00,17,FAC-CD-01,Chengdu,0.008024,7.7526,0.5546
TRD-00890,2026-04-23T17:00:00+08:00,17,FAC-SZ-01,Shenzhen,0.009692,9.9272,0.7952
TRD-00891,2026-04-23T17:00:00+08:00,17,FAC-HZ-01,Hangzhou,0.007716,7.7519,0.7352
TRD-00892,2026-04-23T18:00:00+08:00,18,FAC-SZ-01,Shenzhen,0.003035,2.8664,0.2719
TRD-00893,2026-04-23T18:00:00+08:00,18,FAC-HZ-01,Hangzhou,0.004093,4.2554,0.4475
TRD-00894,2026-04-23T18:00:00+08:00,18,FAC-SH-02,Shanghai,0.002916,3.1259,0.3852
TRD-00895,2026-04-23T19:00:00+08:00,19,FAC-HZ-01,Hangzhou,0.000479,0.5175,0.0298
TRD-00896,2026-04-23T19:00:00+08:00,19,FAC-SH-02,Shanghai,0.000893,0.9199,0.0796
TRD-00897,2026-04-23T19:00:00+08:00,19,FAC-BJ-01,Beijing,0.000888,0.8519,0.114
TRD-00898,2026-04-24T06:00:00+08:00,6,FAC-SH-02,Shanghai,0.000344,0.3214,0.0196
TRD-00899,2026-04-24T06:00:00+08:00,6,FAC-BJ-01,Beijing,0.000504,0.4855,0.0472
TRD-00900,2026-04-24T06:00:00+08:00,6,FAC-SH-01,Shanghai,0.000281,0.2689,0.0353
TRD-00901,2026-04-24T07:00:00+08:00,7,FAC-BJ-01,Beijing,0.005361,5.2535,0.353
TRD-00902,2026-04-24T07:00:00+08:00,7,FAC-SH-01,Shanghai,0.003871,3.8338,0.488
TRD-00903,2026-04-24T07:00:00+08:00,7,FAC-CD-01,Chengdu,0.002573,2.6702,0.2755
TRD-00904,2026-04-24T08:00:00+08:00,8,FAC-SH-01,Shanghai,0.006981,7.1662,0.7477
TRD-00905,2026-04-24T08:00:00+08:00,8,FAC-CD-01,Chengdu,0.009079,9.4016,0.8031
TRD-00906,2026-04-24T08:00:00+08:00,8,FAC-SZ-01,Shenzhen,0.010281,9.822,1.2543
TRD-00907,2026-04-24T09:00:00+08:00,9,FAC-CD-01,Chengdu,0.008866,8.2847,0.7465
TRD-00908,2026-04-24T09:00:00+08:00,9,FAC-SZ-01,Shenzhen,0.009419,9.6713,0.9838
TRD-00909,2026-04-24T09:00:00+08:00,9,FAC-HZ-01,Hangzhou,0.017061,16.3737,1.6671
TRD-00910,2026-04-24T10:00:00+08:00,10,FAC-SZ-01,Shenzhen,0.012148,12.3273,0.9002
TRD-00911,2026-04-24T10:00:00+08:00,10,FAC-HZ-01,Hangzhou,0.022406,22.9357,1.8487
TRD-00912,2026-04-24T10:00:00+08:00,10,FAC-SH-02,Shanghai,0.017726,18.3904,1.786
TRD-00913,2026-04-24T11:00:00+08:00,11,FAC-HZ-01,Hangzhou,0.011769,12.4815,0.8609
TRD-00914,2026-04-24T11:00:00+08:00,11,FAC-SH-02,Shanghai,0.027605,25.9118,2.7854
TRD-00915,2026-04-24T11:00:00+08:00,11,FAC-BJ-01,Beijing,0.02925,29.2424,2.9735
TRD-00916,2026-04-24T12:00:00+08:00,12,FAC-SH-02,Shanghai,0.023058,24.7565,2.5203
TRD-00917,2026-04-24T12:00:00+08:00,12,FAC-BJ-01,Beijing,0.025729,25.6791,3.1908
TRD-00918,2026-04-24T12:00:00+08:00,12,FAC-SH-01,Shanghai,0.020295,20.7438,1.5298
TRD-00919,2026-04-24T13:00:00+08:00,13,FAC-BJ-01,Beijing,0.035721,34.0914,4.5824
TRD-00920,2026-04-24T13:00:00+08:00,13,FAC-SH-01,Shanghai,0.031337,32.9988,3.8399
TRD-00921,2026-04-24T13:00:00+08:00,13,FAC-CD-01,Chengdu,0.017208,18.3497,2.1089
TRD-00922,2026-04-24T14:00:00+08:00,14,FAC-SH-01,Shanghai,0.016073,17.2619,1.8194
TRD-00923,2026-04-24T14:00:00+08:00,14,FAC-CD-01,Chengdu,0.028312,29.4377,1.7138
TRD-00924,2026-04-24T14:00:00+08:00,14,FAC-SZ-01,Shenzhen,0.013742,14.3672,0.9597
TRD-00925,2026-04-24T15:00:00+08:00,15,FAC-CD-01,Chengdu,0.023654,22.9005,1.7176
TRD-00926,2026-04-24T15:00:00+08:00,15,FAC-SZ-01,Shenzhen,0.028347,27.7254,1.7734
TRD-00927,2026-04-24T15:00:00+08:00,15,FAC-HZ-01,Hangzhou,0.023668,22.5528,2.248
TRD-00928,2026-04-24T16:00:00+08:00,16,FAC-SZ-01,Shenzhen,0.012166,11.7986,0.7771
TRD-00929,2026-04-24T16:00:00+08:00,16,FAC-HZ-01,Hangzhou,0.007994,8.6115,0.4318
TRD-00930,2026-04-24T16:00:00+08:00,16,FAC-SH-02,Shanghai,0.014563,13.5796,0.8882
TRD-00931,2026-04-24T17:00:00+08:00,17,FAC-HZ-01,Hangzhou,0.005119,5.2559,0.6577
TRD-00932,2026-04-24T17:00:00+08:00,17,FAC-SH-02,Shanghai,0.009056,9.4787,0.6035
TRD-00933,2026-04-24T17:00:00+08:00,17,FAC-BJ-01,Beijing,0.008821,8.8198,1.1213
TRD-00934,2026-04-24T18:00:00+08:00,18,FAC-SH-02,Shanghai,0.007036,7.5667,0.7555
TRD-00935,2026-04-24T18:00:00+08:00,18,FAC-BJ-01,Beijing,0.004293,4.3259,0.5072
TRD-00936,2026-04-24T18:00:00+08:00,18,FAC-SH-01,Shanghai,0.005391,5.6033,0.6479
TRD-00937,2026-04-24T19:00:00+08:00,19,FAC-BJ-01,Beijing,0.000961,0.9361,0.0688
TRD-00938,2026-04-24T19:00:00+08:00,19,FAC-SH-01,Shanghai,0.001124,1.1336,0.0898
TRD-00939,2026-04-24T19:00:00+08:00,19,FAC-CD-01,Chengdu,0.000855,0.8377,0.0544
TRD-00940,2026-04-25T06:00:00+08:00,6,FAC-SH-01,Shanghai,0.000493,0.5198,0.053
TRD-00941,2026-04-25T06:00:00+08:00,6,FAC-CD-01,Chengdu,0.000276,0.2928,0.0365
TRD-00942,2026-04-25T06:00:00+08:00,6,FAC-SZ-01,Shenzhen,0.000626,0.6551,0.0853
TRD-00943,2026-04-25T07:00:00+08:00,7,FAC-CD-01,Chengdu,0.003933,3.9579,0.468
TRD-00944,2026-04-25T07:00:00+08:00,7,FAC-SZ-01,Shenzhen,0.004485,4.5855,0.5574
TRD-00945,2026-04-25T07:00:00+08:00,7,FAC-HZ-01,Hangzhou,0.006164,5.9633,0.7939
TRD-00946,2026-04-25T08:00:00+08:00,8,FAC-SZ-01,Shenzhen,0.012539,13.3606,1.0478
TRD-00947,2026-04-25T08:00:00+08:00,8,FAC-HZ-01,Hangzhou,0.011886,11.9229,1.477
TRD-00948,2026-04-25T08:00:00+08:00,8,FAC-SH-02,Shanghai,0.014157,13.2266,1.5346
TRD-00949,2026-04-25T09:00:00+08:00,9,FAC-HZ-01,Hangzhou,0.010785,10.3697,1.1849
TRD-00950,2026-04-25T09:00:00+08:00,9,FAC-SH-02,Shanghai,0.013765,13.6116,1.2501
TRD-00951,2026-04-25T09:00:00+08:00,9,FAC-BJ-01,Beijing,0.020357,20.5784,1.1287
TRD-00952,2026-04-25T10:00:00+08:00,10,FAC-SH-02,Shanghai,0.011695,11.1781,1.3324
TRD-00953,2026-04-25T10:00:00+08:00,10,FAC-BJ-01,Beijing,0.030941,29.5333,3.5803
TRD-00954,2026-04-25T10:00:00+08:00,10,FAC-SH-01,Shanghai,0.016864,16.4171,1.4358
TRD-00955,2026-04-25T11:00:00+08:00,11,FAC-BJ-01,Beijing,0.031268,30.2265,3.6286
TRD-00956,2026-04-25T11:00:00+08:00,11,FAC-SH-01,Shanghai,0.026877,28.6167,2.0538
TRD-00957,2026-04-25T11:00:00+08:00,11,FAC-CD-01,Chengdu,0.029095,29.4496,2.1204
TRD-00958,2026-04-25T12:00:00+08:00,12,FAC-SH-01,Shanghai,0.027955,29.9598,3.7736
TRD-00959,2026-04-25T12:00:00+08:00,12,FAC-CD-01,Chengdu,0.025869,24.8063,1.9634
TRD-00960,2026-04-25T12:00:00+08:00,12,FAC-SZ-01,Shenzhen,0.030187,28.7522,2.2872
TRD-00961,2026-04-25T13:00:00+08:00,13,FAC-CD-01,Chengdu,0.027031,25.3111,3.58
TRD-00962,2026-04-25T13:00:00+08:00,13,FAC-SZ-01,Shenzhen,0.034354,36.4336,3.8418
TRD-00963,2026-04-25T13:00:00+08:00,13,FAC-HZ-01,Hangzhou,0.036567,34.3262,4.6777
TRD-00964,2026-04-25T14:00:00+08:00,14,FAC-SZ-01,Shenzhen,0.015044,15.1534,1.4065
TRD-00965,2026-04-25T14:00:00+08:00,14,FAC-HZ-01,Hangzhou,0.022397,22.3692,2.111
TRD-00966,2026-04-25T14:00:00+08:00,14,FAC-SH-02,Shanghai,0.022722,22.1605,1.4195
TRD-00967,2026-04-25T15:00:00+08:00,15,FAC-HZ-01,Hangzhou,0.013301,13.9667,1.141
TRD-00968,2026-04-25T15:00:00+08:00,15,FAC-SH-02,Shanghai,0.030703,31.4527,2.6545
TRD-00969,2026-04-25T15:00:00+08:00,15,FAC-BJ-01,Beijing,0.01947,18.5908,2.3775
TRD-00970,2026-04-25T16:00:00+08:00,16,FAC-SH-02,Shanghai,0.012988,14.0233,0.773
TRD-00971,2026-04-25T16:00:00+08:00,16,FAC-BJ-01,Beijing,0.016468,16.1179,2.0938
TRD-00972,2026-04-25T16:00:00+08:00,16,FAC-SH-01,Shanghai,0.015764,16.8066,1.5311
TRD-00973,2026-04-25T17:00:00+08:00,17,FAC-BJ-01,Beijing,0.011238,11.7326,1.4866
TRD-00974,2026-04-25T17:00:00+08:00,17,FAC-SH-01,Shanghai,0.012743,13.3542,1.675
TRD-00975,2026-04-25T17:00:00+08:00,17,FAC-CD-01,Chengdu,0.010267,10.4216,0.8386
TRD-00976,2026-04-25T18:00:00+08:00,18,FAC-SH-01,Shanghai,0.003045,2.9185,0.3827
TRD-00977,2026-04-25T18:00:00+08:00,18,FAC-CD-01,Chengdu,0.004205,4.1504,0.4162
TRD-00978,2026-04-25T18:00:00+08:00,18,FAC-SZ-01,Shenzhen,0.002948,2.7723,0.3849
TRD-00979,2026-04-25T19:00:00+08:00,19,FAC-CD-01,Chengdu,0.000798,0.8036,0.0532
TRD-00980,2026-04-25T19:00:00+08:00,19,FAC-SZ-01,Shenzhen,0.000921,0.978,0.0855
TRD-00981,2026-04-25T19:00:00+08:00,19,FAC-HZ-01,Hangzhou,0.001341,1.2727,0.0975
TRD-00982,2026-04-26T06:00:00+08:00,6,FAC-SZ-01,Shenzhen,0.000711,0.7537,0.0897
TRD-00983,2026-04-26T06:00:00+08:00,6,FAC-HZ-01,Hangzhou,0.000405,0.4352,0.0272
TRD-00984,2026-04-26T06:00:00+08:00,6,FAC-SH-02,Shanghai,0.000763,0.7268,0.0741
TRD-00985,2026-04-26T07:00:00+08:00,7,FAC-HZ-01,Hangzhou,0.006813,6.6329,0.3906
